learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes)
1508.0,0.078125,2.7486950986915167E-11,1508.0,0.4256,7.050018798500091E-4,0.75,0.0,0.3670886075949367,3.0,0.0,1.0,0.015665796344647584,1508.0,1360.0
3016.0,0.125,4.397912157906426E-11,3016.0,0.4053308823529412,2.795902956256868E-4,0.68,0.0,0.415614773258532,2.125,0.0,1.0,-0.23733333333333334,3016.0,1360.0
4524.0,0.171875,6.047129217121335E-11,4524.0,0.4260912698412698,2.0363122754823992E-4,0.72,0.0,0.46041767848470133,2.5714285714285716,0.0,1.0,-0.11408970976253323,4524.0,1360.0
6032.0,0.203125,7.146607256597942E-11,6032.0,0.3552,-0.004747812946681418,0.75,0.0,0.3992,3.0,0.0,1.0,-6.635700066358511E-4,6032.0,1360.0
7540.0,0.234375,8.246085296074548E-11,7540.0,0.3256578947368421,3.5967717505164254E-5,0.76,0.0,0.34511434511434513,3.1666666666666665,0.0,1.0,0.02918454935622334,7540.0,1360.0
9048.0,0.25,8.795824315812852E-11,9048.0,0.3936,5.335922461602305E-5,0.75,0.0,0.3574442435201929,3.0,0.0,1.0,-0.020297699594046092,9048.0,1360.0
10556.0,0.28125,9.895302355289459E-11,10556.0,0.4002411091018686,8.645536712148516E-5,0.79,0.0,0.350227420402859,3.761904761904762,0.0,1.0,0.14542791056283763,10556.0,1360.0
12064.0,0.296875,1.0445041375027762E-10,12064.0,0.38927738927738925,4.262743125960089E-5,0.78,0.0,0.3054287163876205,3.5454545454545454,0.0,1.0,0.107272115708039,12064.0,1360.0
13572.0,0.3125,1.0994780394766066E-10,13572.0,0.38938492063492064,2.8360169138819113E-5,0.72,0.0,0.3331451157538114,2.5714285714285716,0.0,1.0,-0.13879532514234352,13572.0,1360.0
15080.0,0.34375,1.209425843424267E-10,15080.0,0.2946985446985447,1.1874694974128852E-5,0.74,0.0,0.3495200451722191,2.8461538461538463,0.0,1.0,-0.052281266774020424,15080.0,1360.0
16588.0,0.359375,1.2643997453980975E-10,16588.0,0.43414918414918413,3.506121044033472E-5,0.78,0.0,0.43956043956043955,3.5454545454545454,0.0,1.0,0.10838993403371638,16588.0,1360.0
18096.0,0.375,1.3193736473719279E-10,18096.0,0.4380952380952381,6.754649073875685E-5,0.7,0.0,0.3981288981288981,2.3333333333333335,0.0,1.0,-0.21831238779174186,18096.0,1360.0
19604.0,0.390625,1.3743475493457583E-10,19604.0,0.3628691983122363,1.9273409504527717E-5,0.79,0.0,0.3755274261603376,3.761904761904762,0.0,1.0,0.14570657812824253,19604.0,1360.0
21112.0,0.390625,1.3743475493457583E-10,21112.0,0.420997920997921,4.8327515937973686E-5,0.74,0.0,0.43370568237008256,2.8461538461538463,0.0,1.0,-0.05519415609381022,21112.0,1360.0
22620.0,0.421875,1.4842953532934188E-10,22620.0,0.3394109396914446,3.280463889654417E-5,0.69,0.0,0.3814866760168303,2.225806451612903,0.0,1.0,-0.2519550080342797,22620.0,1360.0
24128.0,0.421875,1.4842953532934188E-10,24128.0,0.41755454084221205,2.0468501126913452E-5,0.73,0.0,0.3427579365079365,2.7037037037037037,0.0,1.0,-0.09066800602712212,24128.0,1360.0
25636.0,0.453125,1.5942431572410796E-10,25636.0,0.43607068607068605,4.087404016656082E-5,0.74,0.0,0.4031620553359684,2.8461538461538463,0.0,1.0,-0.04933249370277099,25636.0,1360.0
27144.0,0.46875,1.64921705921491E-10,27144.0,0.4204781704781705,2.4456873758904596E-5,0.74,0.0,0.40899122807017546,2.8461538461538463,0.0,1.0,-0.04740872662511148,27144.0,1360.0
28652.0,0.5,1.7591648631625705E-10,28652.0,0.3333333333333333,8.218812991567237E-6,0.76,0.0,0.35343035343035345,3.1666666666666665,0.0,1.0,0.03107228406368872,28652.0,1360.0
30160.0,0.515625,1.814138765136401E-10,30160.0,0.38698010849909587,2.9623836773962076E-5,0.79,0.0,0.377039627039627,3.761904761904762,0.0,1.0,0.15619504396482817,30160.0,1360.0
30162.0,0.515625,1.814138765136401E-10,30162.0,0.3787878787878788,2.9103181436951342E-5,0.78,0.0,0.377039627039627,3.5454545454545454,0.0,1.0,0.11607299853470088,30162.0,1360.0
